,name,seller,seller_link,freq_bought,freq_bought_link,link_to_all_reviews,cover included,standing screen display size,color screen,wattage,fabric type,flash memory size,processor count,connectivity technology,mirror adjustment,pricing,size,material,brand,department,scanner resolution,is assembly required?,colour,speaker amplification type,international shipping,audio sensitivity,hardware interface,audio jack,phone standy time (with data),power source type,color,form factor,domestic shipping,oem part number,gsm frequencies,mfg recommended age,ram,wireless remote,compatible phone models,item weight,usage,manufacturer,batteries,number of component outputs,model,device interface - primary,manufacturer recommended age,signal format,warranty description,display technology,special features,output wattage,thickness,guitar pick thickness,battery type,safety rating,item package quantity,language,rated,rating,phone talk time,batteries required,is discontinued by manufacturer,specification met,width (inches),package dimensions,release date,date first available,national stock number,power source,material type,specific uses for product,max screen resolution,batteries required?,compatible devices,our recommended age,import designation,manufacturer part number,display size,operating system,included components,brand name,ASIN,weight,computer memory type,part number,model number,style,connector type,binding,color name,product dimensions,impedance,shape,connectivity technologies,additional features,height (inches),horsepower,additional product features,os,wireless communication technologies,hardware platform,warranty,finish,number of items,series,batteries included?,voltage,other display features,battery cell type,folding,item dimensions  lxwxh,item model number,best sellers rank
1793,"Noise Isolating Wired Earbuds Headphones Earphones w/Microphone Compatible with Samsung Galaxy S10 S9 Plus Note 9 A10e A10S A20S A31S A51 A71 Blu G9 Vivo XL5 Moto LG, 3.5mm Cell Phone Computer -White",zhongsongbo,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3EVDW3BT5VEZ2&isAmazonFulfilled=1,,,https://www.amazon.com//Isolating-Headphones-Earphones-Microphone-Compatible/product-reviews/B088WTFGVW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,Men women boys girls kids teens teenagers,,,,,,,,,,,,,,,,,,,,0.634 ounces,,TANGOSTU,,,,,,,,,,,,,,,,,,4.1,,,,,,3.86 x 3.78 x 1.02 inches,,"April 23, 2020",,,,,,,,,,,,,,,B088WTFGVW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAR305WH,"#4,901 in Earbud & In-Ear Headphones"
1794,"AUKEY True Wireless Earbuds Hybrid Active Noise Cancelling Transparent Mode in Ear Bluetooth Headphones, 4 Built-in Mics for Clear Calls, IPX5 Water Resistance, USB-C Charging Case Wireless Headphones",Aipower Smart,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3F9TXCSBAI3GL&isAmazonFulfilled=1,"AUKEY True Wireless Earbuds, Bluetooth 5 Headphones in Ear with Charging Case, Hands-Free Headset…",https://www.amazon.com/AUKEY-Wireless-Bluetooth-Headphones-Charging/dp/B07X8ZZ2M9/ref=pd_bxgy_2/131-2771985-9765758?_encoding=UTF8&pd_rd_i=B07X8ZZ2M9&pd_rd_r=ed95bd84-7cdf-4ad1-ab50-015131835c37&pd_rd_w=f3idE&pd_rd_wg=rnzYY&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=261C7NNFYTQH9Q1ZJHV9&psc=1&refRID=261C7NNFYTQH9Q1ZJHV9,https://www.amazon.com//AUKEY-Cancelling-Transparent-Headphones-Resistance/product-reviews/B08P24VCW2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9 ounces,,AUKEY,2 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,4.5,,,,,,3.94 x 3.03 x 2.24 inches,,"November 23, 2020",,,,,,,,,,,,,,,B08P24VCW2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUKEY-EP-N7,"#1,004 in Earbud & In-Ear Headphones"
1795,"Bluedio Bluetooth Headphones Over Ear, Active Noise Cancelling Over-Ear Headphones F2 Wireless Bluetooth Headsets with Mic (White)",Bluedio,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2786WKP10TGF2&isAmazonFulfilled=1,,,https://www.amazon.com//Bluedio-Bluetooth-Headphones-Cancelling-Over-Ear/product-reviews/B072J9DLZH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,Business man,,,,,,,,,,,,,,,,,,,,10.9 ounces,,Bluedio,1 Lithium Polymer batteries required.,,,,,,,,,,,,,,,,,4.2,,,No,,,,,"May 24, 2017",,,,,,,,,,,,,,,B072J9DLZH,,,,,,,,,7.24 x 3.39 x 7.6 inches,,,,,,,,,,,,,,,,,,,,,F2WUS001,"#1,630 in Over-Ear Headphones"
1796,"Dymond Sleep Headphones Sleeping Headphones Bluetooth, Soft Bluetooth Headband Headphones Music Hairband, Headphones Wireless with Built-in Speakers for Sleeping Running Yoga Insomnia - Dark Gray",Dmyond-us,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2ZRE38T4WUQ5Q&isAmazonFulfilled=1,,,https://www.amazon.com//Dmyond-Bluetooth-Wireless-Earphone-Headphone/product-reviews/B08CVB26TV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36 ounces,,Dmyond,,,,,,,,,,,,,,,,,,4.6,,,,,,10.43 x 5.08 x 1.1 inches,,"July 13, 2020",,,,,,,,,,,,,,,B08CVB26TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#2,314 in Over-Ear Headphones"
1797,OWAIZU Computer Speakers USB Powered Stereo Wired Mini Sound Bar with 3.5mm Headphone Output and Microphone Input Jacks for Desktop Laptop Computer Mac Projector Monitor Tablets etc. [Silver],HanRuUS,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1H6Q0XFPO3JZQ&isAmazonFulfilled=1,,,https://www.amazon.com//OWAIZU-Computer-Headphone-Microphone-Projector/product-reviews/B08JP39937/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5 pounds,,MINGKANGSHENG,,,,,,,,,,,,,,,,,,4.4,,,,,,16.89 x 3.66 x 2.32 inches,,"September 30, 2020",,,,,,,,,,,,,,,B08JP39937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S11,#208 in Computer Speakers
1798,(2Pack) 3.5 mm Headphone Jack Adapter Dongle for iPhone 11/7/7Plus/ 8/8Plus/X/10/XR for iPhone Connector Adapter Headphone Jack Converter for iPhone Earphone Audio Aux Adapter,QiZhenYu,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AVRJ5ZK9LJP7H&isAmazonFulfilled=1,"USB C Charger, WEMISS 2-Pack Mini 20W iPhone Fast Charger, Durable Compact PD Charger for iPhone 12…",https://www.amazon.com/Charger-WEMISS-Durable-Compact-MagSafe/dp/B08HQS8KLN/ref=pd_bxgy_2/139-5035571-7701622?_encoding=UTF8&pd_rd_i=B08HQS8KLN&pd_rd_r=fc9403c9-395a-4424-b2f2-8ad0d0e6e91d&pd_rd_w=QLAG2&pd_rd_wg=tUzwx&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=YFPS9JTX1V2TEK9G4S0D&psc=1&refRID=YFPS9JTX1V2TEK9G4S0D,https://www.amazon.com//Headphone-Adapter-Connector-Converter-Earphone/product-reviews/B08R5HG9T8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,White-1,,,,,,,,,,,,,,,,,0.634 ounces,,JinGmi,,,,,,,,,,,,,,,,,,2.8,,,,,,5.35 x 4.06 x 0.91 inches,,"December 22, 2020",,,,,,,,,,,,,,,B08R5HG9T8,,,,,,,,,,,,,,,,,,,,,,,,,,Wireless,,,,,#75 in Headphone Adapters
1799,"Wired Earphones in-Ear Earbud Headphones with Microphone, Bluedio Li Pro Noise Isolating Headphones Volume Control for PC Laptop with 7.1 Channel Sound Card Driver for All 3.5mm Interface Devices",Bluedio,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2786WKP10TGF2&isAmazonFulfilled=1,"DuKabel USB to 3.5mm Jack Audio Adapter, USB to Aux Cable with TRRS 4-Pole Mic-Supported USB to…",https://www.amazon.com/DuKabel-ProSeries-Mic-Supported-Headphone-External/dp/B07RS11M1T/ref=pd_bxgy_2/132-9805257-8441130?_encoding=UTF8&pd_rd_i=B07RS11M1T&pd_rd_r=6ef78455-3e67-417a-9f22-68c01f285107&pd_rd_w=xh2u9&pd_rd_wg=MtjAv&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=EW480QY6772DGA4B49K0&psc=1&refRID=EW480QY6772DGA4B49K0,https://www.amazon.com//Headphones-Earphones-Microphone-Bluedio-Isolating/product-reviews/B086MZPL8P/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3 ounces,,Bluedio,,,,,,,,,,,,,,,,,,4.2,,,,,,,,"April 1, 2020",,,,,,,,,,,,,,,B086MZPL8P,,,,,,,,,5.2 x 4.96 x 1.14 inches,,,,,,,,,,,,,,,,,,,,,Li Pro,#666 in Earbud & In-Ear Headphones
1800,"True Wireless Earbuds, Bluetooth 5.0 Wireless Headphones APTX Deep Bass Stereo HiFi Sound Noise Cancelling Sweatproof TWS Bluetooth Earbuds, CVC8.0 Built-in Mic Wireless Earphones with Qi Charging Box",Bicboz-Sabbat Authorized Reseller,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A7TMOBBZSOB6U&isAmazonFulfilled=1,,,https://www.amazon.com//Bluetooth-Headphones-Cancelling-Sweatproof-Earphones/product-reviews/B07P759KZX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,Mens womens,,,,,,,,,,,,,,,,,,,,8.8 ounces,,Sabbat_Bicboz,3 Lithium Polymer batteries required.,,,,,,,,,,,,,,,,,4.1,,,,,,,,"March 1, 2019",,,,,,,,,,,,,,,B07P759KZX,,,,,,,,,2.36 x 1.26 x 1.57 inches,,,,,,,,,,,,,,,,,,,,,Bicboz Sabbat E12 Ultra Qualcomm version,"#9,427 in Earbud & In-Ear Headphones"
1801,"Kids Headphones Cat Ear Support 3.5 mm Audio Jack Headset, 85dB Volume Limited Cute On Ear Headphones (Pink)",IfeccoDirect,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3ILITX8LNFDGV&isAmazonFulfilled=1,"Kids Headphones, Boys Girls Teens Foldable Adjustable Wired On-Ear Headset 3.5mm Audio Jack Stereo…",https://www.amazon.com/Headphones-Glowing-Foldable-Adjustable-Headsets/dp/B07SL9ZT7T/ref=pd_bxgy_2/135-2894386-4600806?_encoding=UTF8&pd_rd_i=B07SL9ZT7T&pd_rd_r=ae34104c-35e5-4454-82c3-1ee8263eefe4&pd_rd_w=r2NJL&pd_rd_wg=q56kO&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=2YFCB1B56DGYTCY5ZWTY&psc=1&refRID=2YFCB1B56DGYTCY5ZWTY,https://www.amazon.com//Headphones-Headphone-Foldable-Adjustable-Children/product-reviews/B07SJ3TX4W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7 ounces,,I LOVE EF IFECCO,,,,,,,,,,,,,,,,,,4.1,,,,,,7.44 x 6.26 x 2.52 inches,,"May 29, 2019",,,,,,,,,,,,,,,B07SJ3TX4W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651p,"#928 in On-Ear Headphones #1,572 in Over-Ear Headphones"
1802,Paww SilkSound Headphones for Women - Stylish and Foldable Headphones/Adjustable On-Ear Wireless Bluetooth Handsfree Calling / 8 Hours Playtime for Work Travel or Outdoor Use,PAWW,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ASI3HWXSYW5J2&isAmazonFulfilled=1,"Levin Bluetooth 4.1 Headphones Neckband Wireless Sports Headset Over-Ear earbuds with Sweatproof, Hi…",https://www.amazon.com/Levin-Bluetooth-Headphones-Sweatproof-Microphone/dp/B06Y5WWTWD/ref=pd_bxgy_2/136-8431734-2687566?_encoding=UTF8&pd_rd_i=B06Y5WWTWD&pd_rd_r=014efda3-ca9d-4624-8dd1-c794ba192f51&pd_rd_w=nopwl&pd_rd_wg=bBHbI&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=SXFP3F5ZKW454ZT7081N&psc=1&refRID=SXFP3F5ZKW454ZT7081N,https://www.amazon.com//Paww-SilkSound-Headphones-Ear-Bluetooth/product-reviews/B07GV9TMZV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24 pounds,,Paww,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,4.1,,,No,,,,,"August 26, 2018",,,,,,,,,,,,,,,B07GV9TMZV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PW-2018SS01-BR,"#4,220 in Amazon Launchpad ( See Top 100 in Amazon Launchpad ) #345 in Amazon Launchpad Electronics #492 in On-Ear Headphones"
1803,Turtle Beach Stealth 600 Gen 2 White Wireless Gaming Headset for Xbox One and Xbox Series X|S,,,Xbox Wireless Controller - Grey/Green,/Xbox-Wireless-Controller-Grey-Green-one/dp/B074FBKCMB/ref=pd_bxgy_2/136-7713395-6140756?_encoding=UTF8&pd_rd_i=B074FBKCMB&pd_rd_r=54f9cf1a-1ca8-4344-94a2-d4c37b2b16e8&pd_rd_w=J92f0&pd_rd_wg=toZOb&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=0X8GMRYRJGQCHKBY8X0W&psc=1&refRID=0X8GMRYRJGQCHKBY8X0W,https://www.amazon.com//Turtle-Stealth-Wireless-Gaming-Headset-Console/product-reviews/B08D44WKC4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,The strikethrough price is the List Price. Savings represents a discount off the List Price.,,,,,,,,,,,,,,,,,,,,,,,,1.28 pounds,,Turtle Beach,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,English,,4.6,,,,,,,"September 20, 2020","August 13, 2020",,,,,,,,,,,,,,,B08D44WKC4,,,,,,,Video Game,,8.54 x 3.74 x 9.57 inches; 1.28 Pounds,,,,,,,,,,,,,,,,,,,,,TBS-2335-01,#216 in Video Games ( See Top 100 in Video Games ) #7 in Xbox Series X & S Accessories #12 in Xbox One Headsets
1804,Timibis 4 Pole 3.5mm Male Repair Headphone Jack Plug Metal Audio Soldering & Spring Tool Kits,GD_SHOP,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3LCIU9ALJXYYJ&isAmazonFulfilled=1,"Anbes Soldering Iron Kit Electronics, 60W Adjustable Temperature Welding Tool, 5pcs Soldering Tips…",https://www.amazon.com/ANBES-Soldering-Iron-Kit-Electronics/dp/B06XZ31W3M/ref=pd_bxgy_2/144-0526429-3986737?_encoding=UTF8&pd_rd_i=B06XZ31W3M&pd_rd_r=cf1880a6-3216-461d-87b5-4415482565f8&pd_rd_w=8ss4a&pd_rd_wg=yeTd6&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=95MD3P23YS3FVPJPKXTM&psc=1&refRID=95MD3P23YS3FVPJPKXTM,https://www.amazon.com//Timibis-Repair-headphone-Soldering-Spring/product-reviews/B01AYBBZV2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,"KZ ZSN Pro X in Ear Buds Earphones Yinyoo Hybrid Dynamic Driver Balanced Armature Earbuds Headphones Dual Driver 1DD 1BA Deep Bass Stereo Sound Ergonomic Comfortable Earphones (Without mic, Black)",Better Audio us,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AF1C7ZDW9EPD8&isAmazonFulfilled=1,,,https://www.amazon.com//Earphones-Yinyoo-Headphones-Ergonomic-Comfortable/product-reviews/B08DNHYQTL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82 ounces,,Yinyoo,,,,,,,,,,,,,,,,,,4.6,,,,,,4.02 x 2.83 x 1.38 inches,,"March 27, 2019",,,,,,,,,,,,,,,B08DNHYQTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#1,159 in Earbud & In-Ear Headphones"
1806,"Haimai H1 in-Ear Headphones, Earphones with Microphone and Remote, Black",Haimai LLC,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A10EBD81AJIDA3&isAmazonFulfilled=1,"Haimai R15 in-Ear Headphones, Earphones with Microphone and Remote, Red",https://www.amazon.com/Haimai-Headphones-Earphones-Microphone-Remote/dp/B08834N3FV/ref=pd_bxgy_2/135-7018944-8800267?_encoding=UTF8&pd_rd_i=B08834N3FV&pd_rd_r=cfb60f7c-0785-4750-8d02-c4a5816ef9c8&pd_rd_w=G9Lgq&pd_rd_wg=MpBdl&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=D4RCBJE92WZEMY3DYFG5&psc=1&refRID=D4RCBJE92WZEMY3DYFG5,https://www.amazon.com//Haimai-Headphones-Earphones-Microphone-Remote/product-reviews/B0882YSPF1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.423 ounces,,Haimai,,,,,,,,,,,,,,,,,,3.9,,,,,,,,"May 5, 2020",,,,,,,,,,,,,,,B0882YSPF1,,,,,,,,,4.72 x 3.15 x 0.39 inches,,,,,,,,,,,,,,,,,,,,,,"#1,456 in Earbud & In-Ear Headphones"
1807,"Motorola Ververap 200 Wireless in-Ear Headphones, Works with Alexa - Black/Grey",bluehazeny,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AL80PF8AP0YG&isAmazonFulfilled=1,,,https://www.amazon.com//Motorola-Ververap-Wireless-Headphones-Works/product-reviews/B07V3NNSWH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 ounces,,Motorola,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,4.0,,,,,,8.6 x 6.8 x 1.7 inches,,"July 11, 2019",,,,,,,,,,,,,,,B07V3NNSWH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SH029BG,"#5,501 in Earbud & In-Ear Headphones"
1808,Esonstyle Unicorn Kids Headphones Kids LED Light Headband Earphone Foldable Over On Ear Game Headset for Toddlers Travel Birthday Gifts (Multicolor),EsonstyleDirect,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A19PLFGP1FUI3T&isAmazonFulfilled=1,,,https://www.amazon.com//esonstyle-Headphones-Headband-Earphone-Multicolor/product-reviews/B07WN66FZM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5 ounces,,esonstyle,,,,,,,,,,,,,,,,,,4.3,,,,,,8.7 x 7.64 x 2.13 inches,,"August 16, 2019",,,,,,,,,,,,,,,B07WN66FZM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#1,542 in On-Ear Headphones #2,742 in Over-Ear Headphones"
1809,Plugfones Basic Earplug-Earbud Hybrid - Noise Reducing Earphones - Purple,Plugfones,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1OSUXSN0J9RWK&isAmazonFulfilled=1,"APEKX Clip Bluetooth Audio Adapter for Headphones, Headset, Speaker, Wireless Receiver with MIC for…",https://www.amazon.com/APEKX-Bluetooth-Headphones-Wireless-Hands-Free/dp/B01MUXYVOA/ref=pd_bxgy_2/147-8891258-3627147?_encoding=UTF8&pd_rd_i=B01MUXYVOA&pd_rd_r=91893c21-0153-4c37-a843-7cbbd638a524&pd_rd_w=3X3Rc&pd_rd_wg=xKW66&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=H8JAB2H3CT3YTQGQDWP0&psc=1&refRID=H8JAB2H3CT3YTQGQDWP0,https://www.amazon.com//Plugfones-Ear-Plugs-Earbuds-Generation/product-reviews/B0083E8ZQQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,Rubber,,,,,,,,,,,,,Purple,,,,,,,,,0.493 ounces,"Travel, Sports and Exercise",Plugfones,,,,,,,,,"Ios-phone-control, Lightweight",,,,,,1,,,4.1,,,No,,,1 x 1 x 0.25 inches,,"May 9, 2012",,,,,,No,,,,,,,,,B0083E8ZQQ,,,FBA_Blue/Purple Rockets E,,,,,,,,,,,,,,,,,,,,,No,,,,,,FBA_Blue/Purple Rockets E,"#1,369 in Earbud & In-Ear Headphones"
1810,"True Wireless Earbuds V5.0 Bluetooth Earbuds Waterpoof LED Sports in-Ear Wireless Headphones,HD Stereo Sound Bluetooth Wireless Earphone with Charging Case (Black)",Swenter US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3BBO8W7XJPFME&isAmazonFulfilled=1,iLuv TB100 Glossy Black True Wireless Earbuds Cordless In-Ear Bluetooth 5.0 with Hands-Free Call…,https://www.amazon.com/Hands-Free-Microphone-Waterproof-Protection-High-Fidelity/dp/B082XGDBNM/ref=pd_bxgy_2/135-4600568-2756466?_encoding=UTF8&pd_rd_i=B082XGDBNM&pd_rd_r=31aeac9f-b3bb-4a50-aca4-4a40eba611a7&pd_rd_w=vq1pU&pd_rd_wg=taYU4&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=WHBCWC6KJYFTV5XD1DJE&psc=1&refRID=WHBCWC6KJYFTV5XD1DJE,https://www.amazon.com//Wireless-Bluetooth-Waterpoof-Headphones-Earphone/product-reviews/B07X8ZS5MR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,Wireless Bluetooth in ear Earbud Headphones,,,,,,,,,,,,,,,,,,,,3.98 ounces,,AIBOONDEE,,,,,,,,,,,,,,,,,,3.8,,,,,,,,"September 4, 2019",,,,,,,,,,,,,,,B07X8ZS5MR,,,,,,,,,2.36 x 1.18 x 1.18 inches,,,,,,,,,,,,,,,,,,,,,,"#4,317 in Earbud & In-Ear Headphones"
1811,"Bluetooth Headphones LIUHE Wireless Headphones with Retractable Earbuds Neckband Headset with Mic Sport Sweatproof Stereo Earphones (16 Hours Work Time, Noise Cancelling, Bluetooth 5.0) (Black)",qihedianzi,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ACB4Q0LCXKE6Q&isAmazonFulfilled=1,[5 Packs] MMY 3 Pack Screen Protector for iPhone 12 Pro Max [6.7”] + 2 Pack Camera Lens Protector…,https://www.amazon.com/MMY-iPhone-Pro-Max-6-7/dp/B08L3JB7T5/ref=pd_bxgy_2/136-1354818-1033909?_encoding=UTF8&pd_rd_i=B08L3JB7T5&pd_rd_r=78fb8f58-4a5c-4933-bbba-7c93135c44e4&pd_rd_w=tXQnT&pd_rd_wg=NWm51&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=VBTPH4SEXYBVM9S7VKE4&psc=1&refRID=VBTPH4SEXYBVM9S7VKE4,https://www.amazon.com//Headphones-LIUHE-Retractable-Sweatproof-Cancelling/product-reviews/B08NV77GN7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317 ounces,,Qihe Dianzi,,,,,,,,,,,,,,,,,,4.2,,,,,,9.8 x 6.73 x 1.1 inches,,"November 19, 2020",,,,,,,,,,,,,,,B08NV77GN7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#6,133 in Earbud & In-Ear Headphones"
1812,Sennheiser SET840 -TV RF Stereo TV Assistive Listening Headphones System,Priority Sales Inc,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AOX6GUBE7Z4Q7&isAmazonFulfilled=1,,,https://www.amazon.com//Sennheiser-SET840-Assistive-Listening-Headphones/product-reviews/B0036Z82PQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2 pounds,,Sennheiser,1 Lithium ion batteries required.,,,,,,,,,,,,,,,,,4.3,,,No,,,,,"October 14, 2009",,,,,,,,,,,,,,,B0036Z82PQ,,,,,,,,,3.15 x 2.36 x 5.51 inches,,,,,,,,,,,,,,,,,,,,,Set 840-TV,"#3,700 in Audio Headphones"
1813,5Pcs Gold Plated Stereo Phone Screw-On Adapter 6.35mm (1/4 Inch) Male to 3.5mm (1/8 Inch) Female Audio Adapter,NYHX,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A429E3UBZ5LT9&isAmazonFulfilled=1,"CESS 2-Pack 1/4"" Stereo Phone Screw-On Adapter - Male 1/8"" to Male 1/4"" - 3.5mm Stereo to 6.35mm…",https://www.amazon.com/CESS-2-Pack-Stereo-Screw-Adapter/dp/B079G6878V/ref=pd_bxgy_2/140-8298644-0031847?_encoding=UTF8&pd_rd_i=B079G6878V&pd_rd_r=051a5075-f630-4b4b-a70d-c00235523c88&pd_rd_w=myYfF&pd_rd_wg=dY8O2&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=8CQEEM363G5YZPZQRJ67&psc=1&refRID=8CQEEM363G5YZPZQRJ67,https://www.amazon.com//Plated-Stereo-Screw-Adapter-6-35mm/product-reviews/B07L4GGBFK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634 ounces,,New168,,,,,,,,,,,,,,,,,,4.7,,,No,,,6 x 3 x 0.3 inches,,"December 5, 2018",,,,,,,,,,,,,,,B07L4GGBFK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#771 in Headphone Adapters
