;Unnamed: 0;name;seller;seller_link;freq_bought;freq_bought_link;link_to_all_reviews;power source;optical drive type;brightness rating;battery description;brand name;item model number;language;connectivity technologies;coating;fabric type;tab color;paper weight;batteries required;style;international shipping;graphics card ram size;screen resolution;pre-printed;material type;item thickness;shape;flash memory size;os;package dimensions;backing;additional features;chipset brand;sheet size;is discontinued by manufacturer;ASIN;binding;operating system;item weight;number of usb 3.0 ports;computer memory type;batteries;hardware platform;domestic shipping;memory speed;connectivity technology;date first available;pricing;number of items;standing screen display size;item dimensions  lxwxh;processor count;ram;card description;brand;processor brand;corner/edge style;model number;best sellers rank;voltage;paper finish;number of pieces;rating;product dimensions;release date;usage;average battery life (in hours);max screen resolution;other display features;batteries included?;total recycled content percentage;closure;warranty description;manufacturer recommended age;material;rear webcam resolution;graphics coprocessor;wireless type;national stock number;manufacturer;series;manufacturer part number;item package quantity;included components;part number;is assembly required?;thickness;binding edge;battery cell type;color;hard drive interface;batteries required?;department;number of usb 2.0 ports;size;colour;mfg recommended age;hard drive rotational speed;expansion;cover material
10;10;Wireless Computer Mouse, Cimetech 2.4G Slim Cordless Mouse Less Noise for Laptop Ergonomic Optical with Nano Receiver USB Mouse for Laptop, Deskbtop, MacBook (BAT Black);cntorich;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2XQ24V0YK7MEI&isAmazonFulfilled=1;;;https://www.amazon.com//Wireless-Computer-Cimetech-Cordless-Ergonomic/product-reviews/B07T8HFPDM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;TM002-wirelessmouse-us;;;;;;;;;;;;;;;;;;4.69 x 2.64 x 1.46 inches;;;;;;B07T8HFPDM;;Windows 2000 server, Mac os x, Windows xp, Windows vista;2.89 ounces;;;;Laptop, PC;;;;February 16, 2019;;;;;;;;Cimetech;;;;#11 in Computer Mice;;;;4.6;;;;;;;;;;;;;;;;;cntorich;;;;;;;;;;BAT Black;;;;;;;;;;
11;11;PICTEK Gaming Mouse Wired [7200 DPI] [Programmable] [Breathing Light] Ergonomic Game USB Computer Mice RGB Gamer Desktop Laptop PC Gaming Mouse, 7 Buttons for Windows 7/8/10/XP Vista Linux, Black;fenganyiliaoshebei;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A34RX3S8QI1SWB&isAmazonFulfilled=1;VicTsing Mouse Pad with Stitched Edge, Premium-Textured Mouse Mat, Non-Slip Rubber Base Mousepad for…;https://www.amazon.com/VicTsing-Stitched-Premium-Textured-Non-Slip-10-2%C3%978-3%C3%970-08/dp/B075WW7V6W/ref=pd_bxgy_2/130-3374065-2385042?_encoding=UTF8&pd_rd_i=B075WW7V6W&pd_rd_r=7d156912-7bc9-415c-8434-ef626b70609e&pd_rd_w=ySZsq&pd_rd_wg=onYoX&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=9T28W6WDAP6ZT25W7Z0K&psc=1&refRID=9T28W6WDAP6ZT25W7Z0K;https://www.amazon.com//PICTEK-Programmable-Breathing-Ergonomic-Computer/product-reviews/B01FZ3BR5S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;GEPC034AB;;;;;;;;;;;;;;;;;;;;;;;No;B01FZ3BR5S;;Windows 10;4.8 ounces;;DDR3 SDRAM;1 LR44 batteries required.;PC, PlayStation Vita, Mac;;;;May 21, 2016;;;;4.84 x 2.83 x 1.29 inches;1.0;;;PICTEK;;;;#60 in Video Games ( See Top 100 in Video Games ) #1 in PlayStation Vita Accessories #3 in PC Gaming Mice #6 in Mac Games & Accessories;1 volts;;;4.5;4.84 x 2.83 x 1.29 inches;;;;;;;;;;;;;;;;Pictek;GEPC034AB;;;;;;;;;Black;;;;;;;;;;
12;12;Razer DeathAdder Essential Gaming Mouse: 6400 DPI Optical Sensor - 5 Programmable Buttons - Mechanical Switches - Rubber Side Grips - Classic Black;REFURB 360;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3M1GPA7EXD8SF&isAmazonFulfilled=1;;;https://www.amazon.com//Razer-Death-Adder-Essential-RZ01-02540100-R3U1/product-reviews/B07F7T8J9P/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;RZ01-02540100-R3U1;;;;;;;;;;;;;;;;;;;;;;;No;B07F7T8J9P;;;4.3 ounces;;;1 Lithium Metal batteries required.;PC;;;;June 26, 2018;;;;5.01 x 2.86 x 1.69 inches;;;;Razer;;;;#105 in Video Games ( See Top 100 in Video Games ) #8 in PC Gaming Mice;;;;4.7;5.01 x 2.86 x 1.69 inches;;;;;;;;;;;;;;;;Razer Inc.;Deathadder Essential;;;;;;;;;Classic Black;;;;;;;;;;
13;13;Logitech G502 Hero High Performance Gaming Mouse;Pavilion Electronics;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AGNVO1SI8BPQA&isAmazonFulfilled=1;SteelSeries QcK Gaming Surface - Medium Cloth - Best Selling Mouse Pad of All Time - Optimized for…;https://www.amazon.com/SteelSeries-QcK-Gaming-Surface-Optimized/dp/B000UEZ36W/ref=pd_bxgy_2/140-9435543-4766003?_encoding=UTF8&pd_rd_i=B000UEZ36W&pd_rd_r=e3187cc6-1696-42e5-8445-eec49548ce3e&pd_rd_w=EPkk0&pd_rd_wg=Pbgjn&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=5ETH426Z3171SXDS2EG6&psc=1&refRID=5ETH426Z3171SXDS2EG6;https://www.amazon.com//Logitech-G502-Performance-Gaming-Mouse/product-reviews/B07GBZ4Q68/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;910-005469;;;;;;;;;;;;;;;;;;;;;;;No;B07GBZ4Q68;;OS;4.3 ounces;;;1 AA batteries required. (included);PC;;;;August 30, 2018;;;;1.57 x 2.95 x 5.2 inches;;;;Logitech G;;;;#29 in Video Games ( See Top 100 in Video Games ) #1 in PC Gaming Mice;;;;4.6;1.57 x 2.95 x 5.2 inches;;;;;;;;;;;;;;;;Logitech;Logitech G502 HERO High Performance Gaming Mouse;;;;;;;;;Black;;;;;;;;;;
14;14;Wireless Mouse,Upgraded Durable Slim Wireless Mouse Portable Mobile Optical Wireless Mouse with Noiseless Click,2.4G Silent Ergonomic Wireless Mice with Nano Receiver for Notebook,Laptop,PC,Blue;AREYTECO.LLC;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2PEMF7R0ZVNFI&isAmazonFulfilled=1;Wireless Mouse,Upgraded Durable Slim Wireless Mouse Portable Mobile Optical Wireless Mouse with…;https://www.amazon.com/Wireless-Mouse-Upgraded-Noiseless-Ergonomic/dp/B08BZSZ82W/ref=pd_bxgy_2/134-1053139-5279855?_encoding=UTF8&pd_rd_i=B08BZSZ82W&pd_rd_r=2994e9c3-a283-417f-9db8-1755bc4f70b5&pd_rd_w=dSp8Q&pd_rd_wg=MRqY0&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=8WQ4V8EMEXRB9DVEQQDK&psc=1&refRID=8WQ4V8EMEXRB9DVEQQDK;https://www.amazon.com//Wireless-Upgraded-Portable-Noiseless-Ergonomic/product-reviews/B08K94CGX6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;4.9 x 3.3 x 1.6 inches;;;;;;B08K94CGX6;;;1.58 ounces;;;;;;;;October 1, 2020;;;;;;;;;;;;#2,078 in Computer Mice;;;;4.5;;;;;;;;;;;;;;;;;AREYTECO;;;;;;;;;;;;;;;;;;;;
15;15;Wireless Mouse, RATEL 2.4G Silent Cordless Mouse for Kids with USB Receiver Portable Computer Mice for Chromebook, Notebook, PC, Laptop, Computer with Windows/Mac OS System;Juzheng Direct;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A24T94C7UAHOFL&isAmazonFulfilled=1;;;https://www.amazon.com//Wireless-RATEL-Cordless-Receiver-Chromebook/product-reviews/B08BC51Y25/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B08BC51Y25;;;2.33 ounces;;;;;;;;June 17, 2020;;;;;;;;;;;;#46 in Computer Mice;;;;4.7;3.94 x 2.36 x 1.46 inches;;;;;;;;;;;;;;;;Juzheng Direct;;;;;;;;;;;;;;;;;;;;
16;16;Amazon Basics Wireless Computer Mouse with USB Nano Receiver - Black;;;;;https://www.amazon.com//AmazonBasics-Wireless-Computer-Mouse-Receiver/product-reviews/B005EJH6Z4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;M8126AB01;;;;;;;;;;;;;;;;;;;;;;;No;B005EJH6Z4;;Mac os x, Windows xp, Windows vista, Windows 2000;2.21 ounces;;;;PC/Mac;;;;October 1, 2011;;;;3.97 x 2.28 x 1.57 inches;;;;Amazon Basics;;;;#13 in Computer Mice;;;;4.5;3.97 x 2.28 x 1.57 inches;;;;;;;;;;;;;;;;Amazon Basics;;;;;;;;;;Black;;;;;;;;;;
17;17;Logitech G203 Lightsync Wired Gaming Mouse - Black;Ari Tech;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3NXP5M8O10L4O&isAmazonFulfilled=1;VicTsing Mouse Pad with Stitched Edge, Premium-Textured Mouse Mat, Non-Slip Rubber Base Mousepad for…;https://www.amazon.com/VicTsing-Stitched-Premium-Textured-Non-Slip-10-2%C3%978-3%C3%970-08/dp/B075WW7V6W/ref=pd_bxgy_2/134-4896646-9560249?_encoding=UTF8&pd_rd_i=B075WW7V6W&pd_rd_r=e45f79bc-7922-4bb9-ac8f-469995981f92&pd_rd_w=1BoGx&pd_rd_wg=cRTMu&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=N1T7SVFC9PVTYEV9RDMT&psc=1&refRID=N1T7SVFC9PVTYEV9RDMT;https://www.amazon.com//Logitech-LIGHTSYNC-Wired-Gaming-Mouse/product-reviews/B07YN82X3B/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;910-005790;;;;;;;;;;;;;;;;;;6.18 x 4.02 x 1.93 inches;;;;;;B07YN82X3B;;;5.3 ounces;;;1 Lithium Polymer batteries required.;PC, Mac;;;;April 21, 2020;;;;;;;;Logitech G;;;;#54 in Video Games ( See Top 100 in Video Games ) #1 in Mac Gaming Mice #2 in PC Gaming Mice;;;;4.7;;;;;;;;;;;;;;;;;Logitech, Inc;Logitech G203 HERO LightSync - Black;;;;;;;;;Black;;;;;;;;;;
18;18;LeadsaiL Wireless Computer Mouse, 2.4G Portable Slim Cordless Mouse Less Noise for Laptop Optical Mouse with 6 Buttons, AA Battery Included, USB Mouse for Laptop, Deskbtop, MacBook (Grey);leadshine;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A38W2D0JVS54Y8&isAmazonFulfilled=1;VicTsing Mouse Pad with Stitched Edge, Premium-Textured Mouse Mat, Non-Slip Rubber Base Mousepad for…;https://www.amazon.com/VicTsing-Stitched-Premium-Textured-Non-Slip-10-2%C3%978-3%C3%970-08/dp/B075WW7V6W/ref=pd_bxgy_2/144-2748088-1575011?_encoding=UTF8&pd_rd_i=B075WW7V6W&pd_rd_r=dc68b6d1-2cdf-4a85-97e6-2d1d3a4bfee9&pd_rd_w=WF9DE&pd_rd_wg=COvYX&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=WJ15CENPY32PZHDXVMNS&psc=1&refRID=WJ15CENPY32PZHDXVMNS;https://www.amazon.com//LeadsaiL-Wireless-Portable-Cordless-Adjustable/product-reviews/B07C5RVGSZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;LX002;;;;;;;;;;;;;;;;;;;;;;;No;B07C5RVGSZ;;;3.52 ounces;;;1 AA batteries required.;;;;;April 13, 2018;;;;;;;;;;;;#63 in Computer Mice;;;;4.4;4.09 x 2.6 x 1.49 inches;;;;;;;;;;;;;;;;LX002;;;;;;;;;;;;;;;;;;;;
19;19;Wireless Mouse, RATEL 2.4G Ergonomic Computer Mouse for Laptop with USB Receiver, Portable Kid Cordless Mice with 3 Adjustable DPI Levels for Windows, PC, Chromebook, MacBook, Linux(Pink;Juzheng Direct;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A24T94C7UAHOFL&isAmazonFulfilled=1;ITNRSIIET Marble Round Mouse Pad, Pink Marble Customized Premium-Textured Mouse Mat,Washable…;https://www.amazon.com/ITNRSIIET-Customized-Premium-Textured-Mousepads-7-87%C3%977-87%C3%970-12/dp/B07ZSYNSSG/ref=pd_bxgy_2/131-5422507-7677050?_encoding=UTF8&pd_rd_i=B07ZSYNSSG&pd_rd_r=ab5c0b40-dda2-494d-bfaa-67ed9487c692&pd_rd_w=XKXGm&pd_rd_wg=WXMFo&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=5HDX4VJE65ZMV1ZRGNJ1&psc=1&refRID=5HDX4VJE65ZMV1ZRGNJ1;https://www.amazon.com//Wireless-RATEL-Ergonomic-Adjustable-Chromebook/product-reviews/B08HV88KQX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;4.09 x 2.87 x 1.93 inches;;;;;;B08HV88KQX;;;1.92 ounces;;;;;;;;September 11, 2020;;;;;;;;;;;;#243 in Computer Mice;;;;4.5;;;;;;;;;;;;;;;;;RATEL;;;;;;;;;;;;;;;;;;;;
20;20;Anker 2.4G Wireless Vertical Ergonomic Optical Mouse, 800 / 1200 /1600 DPI, 5 Buttons for Laptop, Desktop, PC, Macbook - Black;AnkerDirect;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A294P4X9EWVXLJ&isAmazonFulfilled=1;;;https://www.amazon.com//Anker-Wireless-Vertical-Ergonomic-Optical/product-reviews/B00BIFNTMC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;AK-98ANWVM-UBA;;;;;;;;;;;;;;;;;;;;;;;No;B00BIFNTMC;;Mac os x, Linux, Windows xp, Windows vista, Windows 2000, Windows 10;3.36 ounces;;;;Mac;;;;July 25, 2013;;;;3.98 x 3.23 x 3.15 inches;;;;Anker;;;;#16 in Computer Mice;;;;4.3;3.98 x 3.23 x 3.15 inches;;;;;;;;;;;;;;;;Anker;;;;;;;;;;Black;;;;;;;;;;
21;21;Nulaxy Bluetooth Mouse, 2.4G Bluetooth Wireless Mouse Dual Mode(Bluetooth 5.0+USB), Computer Mouse with USB Receiver, Ergonomic Mouse for Laptop, iPad, MacOS, PC, Windows, Android (Black);XXR US;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A5ZTOR10G8U7I&isAmazonFulfilled=1;USB C Hub Multiport Adapter - 7 in 1 Portable Space Aluminum Dongle with 4K HDMI Output, 3 USB 3.0…;https://www.amazon.com/USB-Hub-Multiport-Adapter-Compatible/dp/B07RL5L8ZL/ref=pd_bxgy_2/130-5318418-2260145?_encoding=UTF8&pd_rd_i=B07RL5L8ZL&pd_rd_r=6771bcdc-cb89-49b2-86f9-d031fe92eac1&pd_rd_w=w1ZXV&pd_rd_wg=lgbxg&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=AN8KBMX07T711D1EQF8D&psc=1&refRID=AN8KBMX07T711D1EQF8D;https://www.amazon.com//Nulaxy-Bluetooth-Wireless-Computer-Ergonomic/product-reviews/B08D36R5YT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;M500;;;;;;;;;;;;;;;;;;;;;;;;B08D36R5YT;;;2.39 ounces;;;;;;;;November 4, 2020;;;;;;;;;;;;#75 in Computer Mice;;;;4.5;3.92 x 2.35 x 1.49 inches;;;;;;;;;;;;;;;;Nulaxy;;;;;;;;;;;;;;;;;;;;
22;22;LED Wireless Mouse, seenda Ultra Silent Rechargeable Light Up Mouse with USB Receiver, Comfortable Cordless Mice and 3 Adjustable DPI for Kids Laptop Computer Chromebook, Blue;Coolxinwei US;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3FOG915AVH66L&isAmazonFulfilled=1;ITNRSIIET Marble Round Mouse Pad, Pink Marble Customized Premium-Textured Mouse Mat,Washable…;https://www.amazon.com/ITNRSIIET-Customized-Premium-Textured-Mousepads-7-87%C3%977-87%C3%970-12/dp/B07ZSYNSSG/ref=pd_bxgy_2/137-6635287-8968818?_encoding=UTF8&pd_rd_i=B07ZSYNSSG&pd_rd_r=3854bb5a-673e-4846-a5f9-9760461a08e2&pd_rd_w=Rn5DO&pd_rd_wg=ngLf7&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=SQTJFDW1SJ05Y6C4Q41H&psc=1&refRID=SQTJFDW1SJ05Y6C4Q41H;https://www.amazon.com//seenda-Rechargeable-Comfortable-Adjustable-Chromebook/product-reviews/B08GHC7MVN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B08GHC7MVN;;;3.84 ounces;;;;;;;;August 22, 2020;;;;;;;;;;;;#35 in Computer Mice;;;;4.8;4.2 x 2.6 x 1.5 inches;;;;;;;;;;;;;;;;seenda;;;;;;;;;;;;;;;;;;;;
23;23;LED Wireless Mouse, Jelly Comb 2.4G Noiseless Mouse with USB Receiver, Rechargeable Portable Mice for Computer, Laptop, PC, Tablet, Chromebook;HiFtech;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A34LJK87PWY000&isAmazonFulfilled=1;ITNRSIIET Marble Round Mouse Pad, Pink Marble Customized Premium-Textured Mouse Mat,Washable…;https://www.amazon.com/ITNRSIIET-Customized-Premium-Textured-Mousepads-7-87%C3%977-87%C3%970-12/dp/B07ZSYNSSG/ref=pd_bxgy_2/145-2907593-1609138?_encoding=UTF8&pd_rd_i=B07ZSYNSSG&pd_rd_r=419d5a86-c53a-42fc-aafc-b1005532d3e2&pd_rd_w=m402F&pd_rd_wg=ItMyH&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=Y8DY0GGBRJVP4YDEF17F&psc=1&refRID=Y8DY0GGBRJVP4YDEF17F;https://www.amazon.com//Jelly-Comb-Noiseless-Rechargeable-Chromebook/product-reviews/B08M1C1393/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;4.61 x 3.07 x 1.65 inches;;;;;;B08M1C1393;;;3.52 ounces;;;;;;;;October 28, 2020;;;;;;;;;;;;#234 in Computer Mice;;;;4.8;;;;;;;;;;;;;;;;;Jelly Comb;;;;;;;;;;;;;;;;;;;;
24;24;VicTsing Wireless Mouse for Laptop, 2.4G Portable USB Mouse Computer Mouse, Fit Hand Nicely, 5 Adjustable DPI, Page Down/Up Buttons, 20 Months Battery Life , Designed for PC, Desktop, Laptop(Black);houruirun;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3TH39S8PQIZR4&isAmazonFulfilled=1;VicTsing Mouse Pad with Stitched Edge, Premium-Textured Mouse Mat, Non-Slip Rubber Base Mousepad for…;https://www.amazon.com/VicTsing-Stitched-Premium-Textured-Non-Slip-10-2%C3%978-3%C3%970-08/dp/B075WW7V6W/ref=pd_bxgy_2/144-5976409-5407544?_encoding=UTF8&pd_rd_i=B075WW7V6W&pd_rd_r=d88b42de-8151-46b1-91ee-907e2c725398&pd_rd_w=5ePJS&pd_rd_wg=8pXNa&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=MZ27A7E4WVP03Q9GGC3Y&psc=1&refRID=MZ27A7E4WVP03Q9GGC3Y;https://www.amazon.com//VicTsing-Wireless-Optical-Receiver-Adjustable/product-reviews/B074DV98R7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Battery Powered;;;;;USAA1-PPC015B;;;;;;;;;;;;;;;;;;;;;;;No;B074DV98R7;;MacOS 10.12 Sierra, Mac OS X 10.11 El Capitan, Linux, Windows XP, Chrome OS, Windows 8, Windows 7, Mac OS X 10.5 Leopard, Windows 10;3.2 ounces;;;;Laptop, PC, Tablet;;;;July 31, 2017;;;;4.33 x 3.03 x 1.93 inches;;;;VicTsing;;;;#3 in Computer Mice;;;;4.6;4.33 x 3.03 x 1.93 inches;;;;;;;;;;;;;;;;Victsing;USAE1-PPC015B-VD;;;;;;;;;Black;;;;;;;;;;
25;25;Dell KM636 Wireless Keyboard & Mouse Combo (5WH32), Black;PARKDEALS;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2ROEHO99FD3C&isAmazonFulfilled=1;Dell USB 3.0 Ultra HD/4K Triple Display Docking Station (D3100), Black;https://www.amazon.com/Dell-Display-Docking-Station-D3100/dp/B00O0M46KO/ref=pd_bxgy_2/145-6160718-5320409?_encoding=UTF8&pd_rd_i=B00O0M46KO&pd_rd_r=7c1e9d9d-749e-4f30-9a24-48ca9c0affa8&pd_rd_w=Teb9g&pd_rd_wg=Xw9f7&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=HHSVX0PAX497ZG0QS7J4&psc=1&refRID=HHSVX0PAX497ZG0QS7J4;https://www.amazon.com//Dell-KM636-Wireless-Keyboard-5WH32/product-reviews/B01FM8H22S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Battery;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;B01FM8H22S;;;15 ounces;;;4 AA batteries required. (included);;;;;May 13, 2016;;;;17.4 x 5.02 x 1 inches;;;;Dell;;;;#9 in Computer Keyboard & Mouse Combos;;;;4.5;17.4 x 5.02 x 1 inches;;;;;;;;;;;;;;;;Dell Marketing USA, LP;;;;;;;;;;Black;;;;;;;;;;
26;26;VicTsing Mouse Pad with Stitched Edge, Premium-Textured Mouse Mat, Non-Slip Rubber Base Mousepad for Laptop, Computer & PC, 10.2×8.3×0.08 inches, Black;houruirun;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3TH39S8PQIZR4&isAmazonFulfilled=1;;;https://www.amazon.com//VicTsing-Stitched-Premium-Textured-Non-Slip-10-2%C3%978-3%C3%970-08/product-reviews/B075WW7V6W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;USAA1-VTVTPC119AB;;;;;;;;;;;;;Rubber;;Square;;;;;;;;No;B075WW7V6W;;;;;;;;;;;September 25, 2017;;123.0;;;;;;VicTsing;;;;#24 in Office Products ( See Top 100 in Office Products ) #1 in Mouse Pads;;;;4.6;9.45 x 7.87 x 0.12 inches;;;;;;;;;;;;;;;;VicTsing;;USAA1-VTVTPC119AB;;;;;;;;Black;;;;;;;;;;
27;27;Wireless Computer Mouse,2.4G Wireless Optical Mouse with USB Receiver, Easy Click for Office and Home Mice,3 Adjustable DPI for Notebook, PC, Laptop, Computer, MacBook(Dark Blue);FUWANG;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ARHCVIPR4LWX0&isAmazonFulfilled=1;Wireless Mouse Rechargeable,2.4G Portable Wireless Mouse for Laptop with USB Nano Receiver 1600 DPI…;https://www.amazon.com/Wireless-Rechargeable-Portable-Receiver-Computer/dp/B08BHY5M68/ref=pd_bxgy_2/134-6928806-1744531?_encoding=UTF8&pd_rd_i=B08BHY5M68&pd_rd_r=3f2e37f1-eb28-430d-b154-6185ad1b8961&pd_rd_w=pnk7g&pd_rd_wg=gB2No&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=2EWP0AVT15Y84NQXFFYP&psc=1&refRID=2EWP0AVT15Y84NQXFFYP;https://www.amazon.com//Wireless-Computer-Receiver-Adjustable-Notebook/product-reviews/B08K93SZM1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B08K93SZM1;;Linux;2.71 ounces;;;1 Lithium ion batteries required. (included);;;;;September 28, 2020;;;;4.57 x 2.8 x 1.69 inches;;;;FUWANG;;;;#1,295 in Computer Mice;;;;4.7;4.57 x 2.8 x 1.69 inches;;;;;;;;;;;;;;;;FUWANG;;;;;;;;;;Dark Blue;;;;;;;;;;
28;28;Razer Basilisk X HyperSpeed Wireless Gaming Mouse: Bluetooth & Wireless Compatible, 16K DPI Optical Sensor, 6 Programmable Buttons, 450 Hr Battery, Classic Black;;;;;https://www.amazon.com//Razer-Basilisk-HyperSpeed-Wireless-Gaming/product-reviews/B07YPBQSCK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;RZ01-03150100-R3U1;;;;;;;;;;;;;;;;;;;;;;;No;B07YPBQSCK;;;7.2 ounces;;;1 AA batteries required. (included);PC;;;;November 6, 2019;;;;2.96 x 5.12 x 1.67 inches;;;;Razer;;;;#137 in Video Games ( See Top 100 in Video Games ) #12 in PC Gaming Mice;;;;4.6;2.96 x 5.12 x 1.67 inches;;;450 Hours;;;;;;;;;;;;;Razer Inc.;Basilisk X HyperSpeed;;;;;;;;;Black;;;;;;;;;;
29;29;Logitech M570 Wireless Trackball Mouse – Ergonomic Design with Sculpted Right-Hand Shape, Compatible with Apple Mac and Microsoft Windows Computers, USB Unifying Receiver, Dark Gray;;;;;https://www.amazon.com//Logitech-M570-Wireless-Trackball-Mouse/product-reviews/B0043T7FXE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;910-001799;English;;;;;;;;;;;;;;;;;;;;;;No;B0043T7FXE;;Mac os;5 ounces;;DDR3 SDRAM;1 D batteries required. (included);Laptop, PC;;;;November 11, 2009;;;;5.71 x 1.77 x 3.74 inches;;;;Logitech;;;;#15 in Computer Mice;100 volts;;;4.6;5.71 x 1.77 x 3.74 inches;;;18 	months;;;;;;;;;;;802.11a/b/g/n, 802.11abg, 2.4 GHz Radio Frequency;7025-01-486-6427;Logitech;FBA_LOG910001799;;;;;;;;;Dark Gray;;;;1.0;;;;;;
