;Unnamed: 0;name;seller;seller_link;freq_bought;freq_bought_link;link_to_all_reviews;other display features;display resolution;wireless type;product dimensions;battery cell type;display size;scanner resolution;manufacturer;date first available;domestic shipping;gps;department;item dimensions  lxwxh;part number;manufacturer part number;battery power rating;os;item weight;gpu;operating system;color;rear webcam resolution;item package quantity;computer memory type;phone standy time (with data);screen resolution;ASIN;additional features;included components;ram;flash memory size;ringtones;rating;processor count;international shipping;is discontinued by manufacturer;standing screen display size;memory speed;device interface - primary;display technology;audio jack;brand;processor brand;package dimensions;colour;batteries;item model number;wireless communication technologies;size;language;warranty description;max screen resolution;average battery life (in hours);connectivity technologies;voltage;other camera features;series;power source;phone talk time;best sellers rank;graphics coprocessor;form factor
19;19;"Nokia 1.3 Fully Unlocked Smartphone with 5.7"" HD+ Screen, AI-Powered 8 MP Camera and Android 10 Go Edition, Charcoal, 2020 (AT&T/T-Mobile/Cricket/Tracfone/Simple Mobile)";;;Osophter for Nokia 1.3 Case Clear Transparent Reinforced Corners TPU Shock-Absorption Flexible Cell…;/Osophter-Transparent-Reinforced-Shock-Absorption-Flexible/dp/B087GC13Q8/ref=pd_bxgy_2/139-4745699-6883861?_encoding=UTF8&pd_rd_i=B087GC13Q8&pd_rd_r=87f46649-5d03-4c2d-9f54-94883ebac06c&pd_rd_w=QUrwj&pd_rd_wg=BvUzl&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=ZXR4PTTS89S96KTJFFVN&psc=1&refRID=ZXR4PTTS89S96KTJFFVN;https://www.amazon.com//Nokia-Unlocked-Smartphone-AI-Powered-Charcoal/product-reviews/B087V61QD7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;5.8 x 2.8 x 0.37 inches;;;;HMD Global;May 7, 2020;;;;;;;;;5.5 ounces;;;;;;;;;B087V61QD7;;;;;;3.5;;;;;;;;;;;;;1 Lithium ion batteries required. (included);TA-1207;;;;;;;;;;;;;#12,674 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #164 in Unlocked Cell Phones;;
20;20;Net10 LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 16GB - Sim Card Included - CDMA;;;TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 16GB - SIM Card Included - CDMA;/Tracfone-Journey-Prepaid-Smartphone-Locked/dp/B07Y5T9X4P/ref=pd_bxgy_2/147-7535428-3504340?_encoding=UTF8&pd_rd_i=B07Y5T9X4P&pd_rd_r=ac1e7a87-4fa0-486a-8c9d-d443ae79d47b&pd_rd_w=sIQaX&pd_rd_wg=d0gDj&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=NGW63Y51HM8163G2PEX4&psc=1&refRID=NGW63Y51HM8163G2PEX4;https://www.amazon.com//NET-Journey-Prepaid-Smartphone-Locked/product-reviews/B07Y5V6LMT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.75 x 2.5 x 10.38 inches;;;;Net10;November 1, 2019;Item can be shipped within U.S.;True;;;;;;Android;13.1 ounces;;;;;;;;;B07Y5V6LMT;;;;;;4.4;;This item can be shipped to select countries outside of the U.S. Learn More;;;;Touchscreen;;;;;;;1 Lithium ion batteries required. (included);;;;;;;;Bluetooth;;Rear;;;;#25,702 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #69 in Cell Phone SIM Cards;;Smartphone
21;21;Moto G Stylus | 2020 | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Indigo;;;;;https://www.amazon.com//Stylus-Unlocked-Motorola-Camera-Indigo/product-reviews/B084CVPLLC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;6.24 x 2.99 x 0.36 inches;;;;Motorola;April 1, 2020;;;;;;;;;6.8 ounces;;;;;;;;;B084CVPLLC;;;;;;4.5;;;;;;;;;;;;;1 Lithium ion batteries required. (included);;;;;;;;;;;;;;#2,241 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #32 in Unlocked Cell Phones;;
22;22;6.5 inch Android 10 Unlocked Smartphone with 6GB RAM+64GB ROM 256GB Extension Dual SIM Face Recognition Smartphones 4500mAh HD Camera Mobile Phone (Black);DJIA ElECTRONIC;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3KBSAUDPUSTDZ&isAmazonFulfilled=1;;;https://www.amazon.com//Unlocked-Smartphone-Extension-Recognition-Smartphones/product-reviews/B08L997QV5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;;;;;DUODUOGO;October 16, 2020;;;;;;;;Android 10.0;1.08 pounds;;;;;;;;;B08L997QV5;;;;;;3.2;;;;;;;LCD;;;;7.48 x 3.98 x 2.05 inches;Black;;;Cellular;;;;;;USB;;Rear, Front;;;;#66,157 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #905 in Unlocked Cell Phones;;Smartphone
23;23;"Ulefone Armor X8 4GB + 64GB Unlocked Rugged Phones, Android 10 Octa-core 13MP Triple Rear Camera + 8MP Front Camera, 5.7"" HD+ 5080mAh Battery, Global Dual SIM 4G Rugged Smartphones US Version -Black";LNSEA_STORE;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1K8GB3MKOLQ2Q&isAmazonFulfilled=1;;;https://www.amazon.com//Ulefone-Armor-X8-Octa-core-Smartphones/product-reviews/B08JLSN62Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;;;;720 x 1440;Ulefone;September 21, 2020;;GLONASS;;;;;;Android 10.0;8.3 ounces;;;;;;;;;B08JLSN62Y;;;;;;4.2;;;;;;Touchscreen, Buttons;LED;3.5 mm;;;9.21 x 6.77 x 2.72 inches;Black;1 Lithium Polymer batteries required. (included);Ulefone Armor X8;Cellular, Bluetooth, Wi-Fi, NFC;;;;;;Bluetooth, Wi-Fi, USB, NFC;;Rear, Front;;;25 Hours;#39,336 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #537 in Unlocked Cell Phones;;Smartphone
24;24;TracFone Motorola Moto E6 4G LTE Prepaid Smartphone (Locked) - Black - 16GB - Sim Card Included - CDMA;;;SKTGSLAMY Moto E6 Case, with HD Screen Protector, [Shockproof] Tough Rugged Dual Layer Protective…;/SKTGSLAMY-Protector-Shockproof-Protective-Kickstand/dp/B07XL8991V/ref=pd_bxgy_2/134-1187112-2801560?_encoding=UTF8&pd_rd_i=B07XL8991V&pd_rd_r=3945d54a-93a6-4fde-a642-53476845d269&pd_rd_w=ishzw&pd_rd_wg=3YJRp&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=JRHV53G3Q8BCHEBQ4DCY&psc=1&refRID=JRHV53G3Q8BCHEBQ4DCY;https://www.amazon.com//Tracfone-Motorola-Prepaid-Smartphone-Locked/product-reviews/B07Y5TTS2Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;7.25 x 1.65 x 10.25 inches;;;;Tracfone;November 1, 2019;Item can be shipped within U.S.;True;;;;;;Android;15.2 ounces;;;;;;;;;B07Y5TTS2Q;;Phone, charger, sim;2 GB;;;4.4;;This item can be shipped to select countries outside of the U.S. Learn More;;;;Touchscreen;LED;;;;;Black;1 Lithium Polymer batteries required. (included);;Cellular, Bluetooth, Wi-Fi;;;;;;Bluetooth;;Rear;;;;#3,573 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #23 in Carrier Cell Phones;;Smartphone
25;25;"TCL 10L, Unlocked Android Smartphone with 6.53"" FHD + LCD Display, 48MP Quad Rear Camera System, 64GB+6GB RAM, 4000mAh Battery";TCL Direct-US;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A30Q8ROZNHHS8N&isAmazonFulfilled=1;TUDIA Merge Designed for TCL 10L Case/TCL 10 Lite Case, Rugged Slim Dual Layer Protective Phone Case…;https://www.amazon.com/TUDIA-Merge-Designed-Rugged-Protective/dp/B08BS4NT6C/ref=pd_bxgy_2/134-7755479-1690261?_encoding=UTF8&pd_rd_i=B08BS4NT6C&pd_rd_r=d1e5e0d7-be7d-41eb-b1b8-2b1d35e64ee9&pd_rd_w=DbRg8&pd_rd_wg=XrWzm&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=BT70D1R9CK3YJG46CXC7&psc=1&refRID=BT70D1R9CK3YJG46CXC7;https://www.amazon.com//TCL-Unlocked-Android-Smartphone-Display/product-reviews/B087LYQ22N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.38 x 2.98 x 0.33 inches;;;;TCL;April 22, 2020;;;;;;;;Android;6.4 ounces;;;;;;;;;B087LYQ22N;Revolutionary Visual Technology - Immersive Viewing Experience - Bolder Video - True-to-life Color - Comfortable Viewing, Smarter Performance - Greater Processing Power - Optimized Power, Mariana Blue finish: 2.5D front glass, 3D PMMA back, blue holographic film, Supports Micro SD card, up to 256GB (FAT32), Faster Access/ Smarter Customization/ Effortless Unlocking, Google Lens, HDR, in-recording snapshots, Light Trace Mode, Macro Mode, Panorama Mode, Portrait Mode, Pro Mode, real-time bokeh, scene detection, Slow-Mo Video Mode, Stop-Motion Video Mode, Super Night Mode, Wide-Angle Mode, Chipset: Qualcomm® Snapdragon™ 665 mobile platform, Infinite Capturing - Full-scene Photos - Imaginative Video - Sophisticated Depth, Face Beautification (photos), Portrait Mode, NFC/ Android™ 10/ GPU: Adreno™ 610/ Flashlight, Google Assistant, Translucent TPU case, Face Key, fingerprint sensor, CPU: Qualcomm® Kryo 260 Octa-Core (4 x Gold 2.0 GHz, 4 x Silver 1.8 GHz), Powerful Audio - Alluring Design;;;;;4.4;;;Yes;;;;;;;;;Mariana Blue;;TCL-T770B-2ALCUS11-2;Cellular;;;;;;NFC;;Rear, Front;;;;#3,396 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #42 in Unlocked Cell Phones;;Smartphone
26;26;LG K31 Unlocked Smartphone – 32 GB – Silver (Made for US by LG) – Verizon, AT&T, T–Mobile, Metro, Cricket (Universal Compatibility);;;;;https://www.amazon.com//LG-K31-Unlocked-Smartphone-Compatibility/product-reviews/B08CMP29ZQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;6 x 3 x 2 inches;;;;LG;July 8, 2020;;;;;;;;;9.9 ounces;;;;;;;;;B08CMP29ZQ;;;;;;4.2;;;;;;;;;;;;;1 Lithium ion batteries required. (included);LMK300QM;;;;;;;;;;;;;#4,460 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #29 in Carrier Cell Phones;;
27;27;"Unlocked Rugged Smartphones Blackview BV5900 - Rugged Cell Phones with Android 9.0 4G LTE IP68 Waterproof Drop Proof, 5.7"" Screen 3GB+32GB Dual SIM 5580mAh Battery(Orange)";I-fly;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AGK7REU3NAGW0&isAmazonFulfilled=1;Ytaland case for Blackview BV5900, [Scratch Resistant Anti-Fall] Soft TPU Case Shockproof Back Cover…;https://www.amazon.com/Ytaland-Blackview-Resistant-Anti-Fall-Shockproof/dp/B087B7V176/ref=pd_bxgy_2/137-2312392-9946328?_encoding=UTF8&pd_rd_i=B087B7V176&pd_rd_r=fb6c985b-3e5c-446d-a756-f4620af3ff63&pd_rd_w=tJL07&pd_rd_wg=lAiMb&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=P75BMW5T2JNPC8ZEYZ1S&psc=1&refRID=P75BMW5T2JNPC8ZEYZ1S;https://www.amazon.com//Unlocked-Rugged-Smartphones-Blackview-BV5900/product-reviews/B08J7YQ3KC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;8.86 x 8.46 x 1.57 inches;;;;Blackview;September 16, 2020;;;;;;;;Android 9.0;1.25 pounds;;;;;;;;;B08J7YQ3KC;;;3 GB;;;4.4;;;;;;;;;;;;Orange;;;Cellular, NFC;;;;;;NFC;;Rear;;;;#52,594 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #708 in Unlocked Cell Phones;;Smartphone
28;28;"Nokia 7.1 - Android 9.0 Pie - 64 GB - 12+5 MP Dual Camera - Unlocked Smartphone (at&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.84"" FHD+ HDR Screen - Blue - U.S. Warranty";CellPort USA;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A65J8LO545S92&isAmazonFulfilled=1;TUDIA Merge Nokia 7.1 Case with Heavy Duty Extreme Protection/Rugged but Slim Dual Layer Shock…;https://www.amazon.com/TUDIA-Protection-Absorption-Compatible-Metallic/dp/B07KWJBKNK/ref=pd_bxgy_2/139-4322544-0772804?_encoding=UTF8&pd_rd_i=B07KWJBKNK&pd_rd_r=159c4d27-07de-4d49-a162-386da6e436bf&pd_rd_w=1qzeB&pd_rd_wg=oG0Aj&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=N67JZJBYJT26Y7JHEHWW&psc=1&refRID=N67JZJBYJT26Y7JHEHWW;https://www.amazon.com//Nokia-7-1-Unlocked-Smartphone-T-Mobile/product-reviews/B0883DGM5X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;5.89 x 2.8 x 0.31 inches;;;2220 x 1080;HMD Global Oy;May 5, 2020;;;;;;;;Android;5.6 ounces;;;;;;;;;B0883DGM5X;;;;;;3.7;;;;;;;;;;;;Blue - Single SIM;1 Lithium ion batteries required. (included);TA-1085;Bluetooth, NFC;;;;;;Bluetooth, USB, NFC;;Rear;;;;#23,334 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #290 in Unlocked Cell Phones;;Smartphone
29;29;LG Phoenix 4 AT&T Prepaid Smartphone with 16GB, 4G LTE, Android 7.1 OS, 8MP + 5MP Cameras - Black;USA Sim Solutions;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AOR25CKVJ77WF&isAmazonFulfilled=1;CasemartUSA Phone Case for [LG Phoenix 4 / LG Phoenix 3 (AT&T)], [Loop Series][Navy Blue] Shockproof…;https://www.amazon.com/Phoenix-Shockproof-Defender-Rotating-Kickstand/dp/B07S2D2YV4/ref=pd_bxgy_2/145-0188853-1561055?_encoding=UTF8&pd_rd_i=B07S2D2YV4&pd_rd_r=2cb46abe-1b38-432c-ab20-f0e2be23f123&pd_rd_w=bynZc&pd_rd_wg=mEZce&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=WKS2ZEKVG6Q2V1WEK8Q5&psc=1&refRID=WKS2ZEKVG6Q2V1WEK8Q5;https://www.amazon.com//LG-Phoenix-Prepaid-Smartphone-Android/product-reviews/B07PS7Y8SX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;5.7 x 3.2 x 2.9 inches;;;1280 x 720;LG;April 29, 2019;;;;;;;;Android 7.1;5.9 ounces;;;;;;;;;B07PS7Y8SX;;;;;;4.3;;;;;;;LED;;;;;Black;1 Lithium ion batteries required.;X210a;Cellular;;;;;;;;Rear, Front;;;;#9,626 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #118 in Unlocked Cell Phones;;Smartphone
30;30;"Unlocked Cell Phones(8GB/128GB), CUBOT Note 20 Pro Smartphones, 6.5"" HD+ Display, Quad Camera, 4200mAh Battery, Android 10, Dual SIM 4G Budget Phone, US Version, Green";Ju2mei USA;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A6RS991O06NOQ&isAmazonFulfilled=1;;;https://www.amazon.com//Unlocked-CUBOT-Smartphones-Display-4200mAh/product-reviews/B08QZHQWLJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.14 x 3.03 x 0.36 inches;;;1280 x 720;CUBOT;December 19, 2020;;True;;;;;;Android 10.0;7.1 ounces;;;;;;;;;B08QZHQWLJ;Touchscreen, Bluetooth Enabled, Dual SIM, 4K Video Recording, Text/Messaging, Expandable Memory, Octa Core Processor, Camera, LTE, Smartphone, Mobile Hotspot Capability;;8 GB;;;3.5;;;;;;Touchscreen, Microphone;;3.5 mm;;;;Green;1 Lithium ion batteries required. (included);;Cellular, Bluetooth, Wi-Fi, NFC;;;;;;Bluetooth;;Rear, Front;;;;#16,333 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #209 in Unlocked Cell Phones;;6.13*3.03*0.36 inch
31;31;BLU Studio Mini -5.5HD Smartphone, 32GB+2GB Ram -Black;;;;;https://www.amazon.com//BLU-Studio-5-5HD-Smartphone-Black/product-reviews/B07SSCJHT1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;0.4 x 2.8 x 5.4 inches;;;;BLU;June 6, 2019;;;;;;;;;8 ounces;;;;;;;;;B07SSCJHT1;;;;;;4.0;;;Yes;;;;;;;;;;1 Lithium ion batteries required. (included);S0530UU BLACK;;;;;;;;;;;;;#1,421 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #20 in Unlocked Cell Phones #199 in Audio Headphones;;
32;32;BLU VIVO X6-6.1” HD+ Display, 64GB+3GB RAM - Gradient Blue;;;;;https://www.amazon.com//BLU-VIVO-X6-6-1-Display-64GB/product-reviews/B0843HCT63/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;15.99 x 8.99 x 1 inches;;;;BLU;January 28, 2020;;;;;;;;;0.023 ounces;;;;;;;;;B0843HCT63;;;;;;4.1;;;Yes;;;;;;;;;;1 Lithium ion batteries required. (included);;;;;;;;;;;;;;#2,630 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #33 in Unlocked Cell Phones;;
33;33;Samsung Galaxy S9, 64GB, Lilac Purple - Fully Unlocked (Renewed);;;Dexnor Galaxy S9 Case with Screen Protector Clear Military Grade Rugged 360 Full Body Protective…;/Dexnor-Galaxy-S9-Protective-Samsung/dp/B08866PXRJ/ref=pd_bxgy_2/145-4891301-8518450?_encoding=UTF8&pd_rd_i=B08866PXRJ&pd_rd_r=a0145bba-ed8a-4dd8-9741-528c10c9bbcc&pd_rd_w=zNNux&pd_rd_wg=nzpH3&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=289AGY3SFZGJ9XKS3S4T&psc=1&refRID=289AGY3SFZGJ9XKS3S4T;https://www.amazon.com//Samsung-Galaxy-Unlocked-Certified-Refurbished/product-reviews/B07BH6MXRT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;7 x 5 x 4 inches;;;1440 x 2960;Samsung;March 15, 2018;;;;;;;;Android;5.6 ounces;;;;;;;;;B07BH6MXRT;;;;;;4.3;;;No;;;Touchscreen;Super AMOLED;;;;;Lilac Purple;1 Lithium ion batteries required. (included);;Cellular;;;;;;;;Rear;;;;#391 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #8 in Unlocked Cell Phones;;Smartphone
34;34;Samsung Galaxy S20+ 5G Factory Unlocked New Android Cell Phone US Version | 128GB of Storage | Fingerprint ID and Facial Recognition | Long-Lasting Battery | Cloud Blue;;;;;https://www.amazon.com//Samsung-Unlocked-Fingerprint-Recognition-Long-Lasting/product-reviews/B082XXR64G/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;7.1 x 3.6 x 2.44 inches;;;;Samsung;February 10, 2020;;;;;;;;;6.6 ounces;;;;;;;;;B082XXR64G;;;;;;4.7;;;Yes;;;;;;;;;;1 Lithium ion batteries required. (included);SM-G986ULBAXAA;;;;;;;;;;;;;#6,611 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #76 in Unlocked Cell Phones;;
35;35;"Samsung Galaxy A50 US Version Factory Unlocked Cell Phone with 64GB Memory, 6.4"" Screen, Black, [SM-A505UZKNXAA] (Renewed)";Phoenix Electronics USA;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3JKE2KZVVUFH1&isAmazonFulfilled=1;;;https://www.amazon.com//Samsung-Version-Factory-Unlocked-SM-A505UZKNXAA/product-reviews/B082QPSB79/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;6 x 8 x 10 inches;;;;Samsung;December 13, 2019;;;;;;;;;1.96 ounces;;;;;;;;;B082QPSB79;;;;;;4.1;;;;;;;;;;;;;1 Lithium ion batteries required. (included);;;;;;;;;;;;;;#8,941 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #106 in Unlocked Cell Phones;;
36;36;Samsung Galaxy A51 Factory Unlocked Cell Phone | 128GB of Storage | Long Lasting Battery | Single SIM | GSM or CDMA Compatible | US Version | Black;;;GESMA Screen Protector Compitable with Samsung Galaxy A51, [3 Screen Protector+2 Camera Protector+1…;/GESMA-Samsung-Galaxy-A51-Protector/dp/B085ZMFZT4/ref=pd_bxgy_2/134-8378411-5737225?_encoding=UTF8&pd_rd_i=B085ZMFZT4&pd_rd_r=e4c01dc4-ad58-418b-9ce5-69130405fe1a&pd_rd_w=EUTcr&pd_rd_wg=09Fjj&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=SBTQJGG11SBW3B8SBQSB&psc=1&refRID=SBTQJGG11SBW3B8SBQSB;https://www.amazon.com//Samsung-Factory-Unlocked-Storage-Compatible/product-reviews/B086FKHTLZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;15.99 x 8.99 x 1 inches;;;;Samsung;May 3, 2020;;;;;;;;Android;0.023 ounces;;;;;;;;;B086FKHTLZ;;Travel Adapter, Data Cable, STD Battery, Handset + Cling;128 GB;;;4.4;;;Yes;;;;Super AMOLED;;;;;Black;1 Lithium Polymer batteries required. (included);SM-A515UZKNXAA;Cellular;;;;;;Wireless, Bluetooth;;Rear, Front;;;;;;Smartphone
37;37;OUKITEL WP5 (2020) Rugged Smartphone, 8000mAh Battery IP68 Waterproof Android 10 Unlocked Cell Phones 4G LTE Dual SIM, 5.5inches 4GB 32GB Triple Camera Face/Fingerprint Unlock GPS Global Version;Moon and Six Pence;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3TP8YB7LFTKVE&isAmazonFulfilled=1;SAMSUNG: EVO Select 128GB MicroSDXC UHS-I U3 100MB/s Full HD & 4K UHD Memory Card with Adapter (MB…;https://www.amazon.com/SAMSUNG-Select-microSDXC-Adapter-MB-ME128HA/dp/B0887GP791/ref=pd_bxgy_2/133-1679167-6051056?_encoding=UTF8&pd_rd_i=B0887GP791&pd_rd_r=3893f3ad-8ade-486d-8394-f61fdadf8f2c&pd_rd_w=EWJ7Z&pd_rd_wg=j2cQF&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=0DVGFYBAHG0ZKWAR12FW&psc=1&refRID=0DVGFYBAHG0ZKWAR12FW;https://www.amazon.com//OUKITEL-WP5-Smartphone-Waterproof-Fingerprint/product-reviews/B0836TG4XB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.06 x 2.92 x 0.71 inches;;;;OUKITEL;December 27, 2019;;;;;;;;Android;9.8 ounces;;;;;;;;;B0836TG4XB;<p>8,000 mAh Battery & Global 4G LTE</p>, <p>IP68 Waterproof Dustproof Drop-proof</p>, <p>Android 10  System & 4GB RAM+32GB ROM</p>, <p>Face ID Fingerprint</p>, <p>13MP+5MP+2MP Triple Rear Cameras & Dual SIM Cards</p>;;;;;4.2;;;;;;Buttons;LED;;;;;Black;1 Lithium Polymer batteries required. (included);WP5;Cellular;;;;;;;;Rear, Front;;;;#10,169 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #124 in Unlocked Cell Phones;;Smartphone
38;38;"Nokia 5.3 Fully Unlocked Smartphone with 6.55"" HD+ Screen, AI-Powered Quad Camera and Android 10, Cyan, 2020 (AT&T/T-Mobile/Cricket/Tracfone/Simple Mobile)";;;Osophter for Nokia 5.3 Case Clear Transparent Reinforced Corners TPU Shock-Absorption Flexible Cell…;/Osophter-Transparent-Reinforced-Shock-Absorption-Flexible/dp/B087GFZ9XH/ref=pd_bxgy_2/145-9669234-6168536?_encoding=UTF8&pd_rd_i=B087GFZ9XH&pd_rd_r=59a743a4-aca9-4db1-ab20-057835980dcb&pd_rd_w=J1hLU&pd_rd_wg=mYmex&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=C1S4FV42AZCBQAXY6B9Z&psc=1&refRID=C1S4FV42AZCBQAXY6B9Z;https://www.amazon.com//Nokia-Unlocked-Smartphone-AI-Powered-T-Mobile/product-reviews/B088ZQ1J69/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;6.47 x 3.02 x 0.33 inches;;;;HMD Global;May 21, 2020;;;;;;;;;6.5 ounces;;;;;;;;;B088ZQ1J69;;;;;;4.2;;;;;;;;;;;;;1 Lithium Polymer batteries required. (included);;;;;;;;;;;;;;#4,125 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #49 in Unlocked Cell Phones;;
39;39;OUKITEL WP8 Pro Unlocked Rugged Smartphone, Android 10 4GB RAM + 64GB ROM MT6762D Cellphone, IP68 5000mAh 6.49 inch Dual SIM 16MP Rear Triple Camera NFC Global Version Mobile Phone (Black);OUKITEL direct store;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1UTJ5OMV6BYVQ&isAmazonFulfilled=1;;;https://www.amazon.com//OUKITEL-Unlocked-Smartphone-Android-Cellphone/product-reviews/B08PFGPGRM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;;;;;OUKITEL direct store;December 2, 2020;;GLONASS;;;;;;Android 10.0;1.24 pounds;;;;;;;;;B08PFGPGRM;;;;;;4.4;;;;;;Buttons;LCD;;;;9.53 x 8.66 x 1.81 inches;Black;;;Cellular, NFC;;;;;;NFC;;Rear, Front;;;;#20,459 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #256 in Unlocked Cell Phones;;Smartphone
40;40;Samsung Galaxy S8 G950U 64GB - Verizon + GSM Unlocked Android Smartphone, Midnight Black (Renewed);Consumer World Tech;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AEYJD57BBX5VO&isAmazonFulfilled=1;;;https://www.amazon.com//Samsung-Galaxy-S8-SM-G950-Smartphone/product-reviews/B074PYB8PR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;5.86 x 0.31 x 2.68 inches;;;;Samsung;July 18, 2017;;;;;;;;Android;5.4 ounces;;;;;;;;;B074PYB8PR;;;;;;4.3;;;No;;;;;;;;;Verizon + GSM;1 Lithium ion batteries required. (included);SM-G950UZSAVZW;Cellular;;;;;;;;Rear, Front;;;;#7,668 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #90 in Unlocked Cell Phones;;Smartphone
